uid,shopName,ownerName,email,password,phoneNumber,primarySkill,city,area,visitingCharges,rating,reviewsCount
cAptDc5tArYwg3OjdKxncvC2fU52,Waseem Auto Mechanic,Waseem Auto Mechanic,provider_chijh0ymesbt3zgrvag_gkjkeq8@yaqeen.com,Password123!,03347020613,Automobile Mechanic,Islamabad,DHA Phase 2,500,4.9,19
7KVOquFK2rXNV4PizarPQewrNjt1,DHA phase 2 Repairing centre AC and electronic plumbing & electric geyser heater,DHA phase 2 ing centre  and electronic  & electric geyser heater,provider_chijk0adwadt3zgrj7qphaxqzpq@yaqeen.com,Password123!,03356903086,Appliance Repair,Islamabad,DHA Phase 2,400,4.8,96
cLo1dYTElnfu6QNJzdppJyfvm9r2,Hammad Heat & Cool services,Hammad Heat & Cool,provider_chijf-a8cdgrwiirntq5ui_8miy@yaqeen.com,Password123!,03084402441,Appliance Repair,Islamabad,DHA Phase 2,400,4.9,98
NRRy4zAZMEQZBRJJ1HYtVac5d7r2,Haier Service Centre,Haier Service Centre,provider_chijl0-i-_lt3zgrchjq-roynfu@yaqeen.com,Password123!,03155141792,Appliance Repair,Islamabad,DHA Phase 2,400,3.8,85
jky8v4YiFCOhBT3hU8vbGJnM7pB3,FS Traders,FS Traders,provider_chijv8ba_rjt3zgrs7-sdpuxq6m@yaqeen.com,Password123!,03173336688,Appliance Repair,Islamabad,DHA Phase 2,400,5,19
X0W85ETZIOOAOWayFtGa5S9Kxqt2,Al fahad home appliances service centre,Al fahad home appliances service centre,provider_chijy2pquptt3zgr2ylryjylb5w@yaqeen.com,Password123!,03329743296,Appliance Repair,Islamabad,DHA Phase 2,400,3,2
nGNl30Tht7OQaT2uYgewTr6RqMk2,Adyala Electronics premium,Adyala Electronics premium,provider_chije8oam4tt3zgrusvdxm4oun0@yaqeen.com,Password123!,03216633676,Appliance Repair,Islamabad,DHA Phase 2,400,4.6,276
ErxC5VZHKsZPcEAMsNvFPNdMKpf2,UMAR Electronics عمر الیکٹرانکس,UMAR Electronics عمر الیکٹرانکس,provider_chij_chxbfrt3zgrai-trbucawc@yaqeen.com,Password123!,03195733840,Appliance Repair,Islamabad,DHA Phase 2,400,4.7,542
foqxroD7kUNwEyx7ncxRFF1DoJf2,Smart Refrigeration,Smart Refrigeration,provider_chijirjzm3px3zgrd6bqybidtyo@yaqeen.com,Password123!,03149198525,Appliance Repair,Islamabad,DHA Phase 2,400,5,2
fERXRwxtWxYXpuoxiG5NliKFFEn1,Fresh And Bright Cleaning Services,Fresh And Bright Cleaning,provider_chij084ekwcv3zgrkdrw-9ygpqu@yaqeen.com,Password123!,03177147280,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,5,15
wIUau2HNQDYpWfSw6TGrqLGvwDw1,Fast Cleaning Solutions,Fast Cleaning s,provider_chij1zd0rge_3zgry1zoy81v1pm@yaqeen.com,Password123!,03195352412,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4.7,44
mnA4WCdkFRdPmBtSfLhfDX9p6JK2,MrCleaner,MrCleaner,provider_chij-4rtj5rt3zgrcyftororcv8@yaqeen.com,Password123!,03239396939,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4.7,171
OSNRERrp7sSS88RUMXm8ctFyipG2,Professional Cleaners,Professional Cleaners,provider_chijk1reanbr3zgr3kv68ya8lne@yaqeen.com,Password123!,03144014845,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,5,9
HVsGHM5NS7QAo8vu8vNxb3IIYdG3,Majestic Laundry,Majestic Laundry,provider_chij-zn7qszt3zgrj2da3ibhoqi@yaqeen.com,Password123!,03350131296,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4,27
VnP8lK9uNVSy0TEx11aPmqbfgmj2,DHA Phase 2 Islamabad,DHA Phase 2 Islamabad,provider_chijv6k8q9rt3zgri5wyyw_utqg@yaqeen.com,Password123!,03070128008,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4.9,7
p6jXy0OFzIgz3Izywi4CsUC5ufe2,The Handyman Pvt. Limited,The Handyman Pvt. Limited,provider_chijo656sfk-3zgrvoxmi_hhzd4@yaqeen.com,Password123!,03043452014,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4.1,104
QY32RPdurNRg4i8LvGmvXrCB54K2,Mahir Company,Mahir Company,provider_chij____dykcgtkrzfqkrwwdzqy@yaqeen.com,Password123!,03096661919,Cleaning & Janitorial,Islamabad,DHA Phase 2,350,4.2,1314
wHPvIvgxqsPt7YmtKG3tVqdoQ9q2,"Cool Planet Air Conditioning Pvt Ltd - AC Repair, Install, Service - Bahria Town, DHA, Rawalpindi, Islamabad","Cool Planet Air Conditioning Pvt Ltd -  , Install, Service - Bahria Town, DHA, Rawalpindi, Islamabad",provider_chij____p2jt3zgrip_weehwwv8@yaqeen.com,Password123!,03181592416,AC Technician,Islamabad,Bahria Town,500,4.9,151
ZEQljBtijNhlC95O8Ogei7805Uy1,"A.C technician, Fridge , . Automatic washing machine, Home maintenance service.","A.C technician, Fridge , . Automatic washing mhine, Home maintenance service.",provider_chijxdmto47z3zgra3tzskgzmcm@yaqeen.com,Password123!,03332795636,AC Technician,Islamabad,Bahria Town,500,4.9,41
Flc3lcV4kldaoswqO2VLE57huJh1,"Azan Hussain Cool Point Air Conditioning – AC Installation, AC Repair & Solar Cleaning | Bahria Town Rawalpindi & Islamabad","Azan Hussain Cool Point Air Conditioning –  Installation,   & Solar Cleaning | Bahria Town Rawalpindi & Islamabad",provider_chiji4ayyvpt3zgr0j9f8fobpiq@yaqeen.com,Password123!,03143278315,AC Technician,Islamabad,Bahria Town,500,5,75
f3xnlseiDuYWGKa9jDb7ATqL9Ll2,Home Maintenance,Home Maintenance,provider_chij79jhm0__gdkrqqoo-8vw3gw@yaqeen.com,Password123!,03058877795,AC Technician,Islamabad,Bahria Town,500,4.9,236
quQojtoc9Xgddfc2FaQdArudquo2,Cool Point AC Service & Electrician,Cool Point  Service &,provider_chij10bdotn_gdkrxq2vurhc2ug@yaqeen.com,Password123!,03049453835,AC Technician,Islamabad,Bahria Town,500,4.9,89
NA0M9ceOnJeGZYeZyHoocxU9Lml2,"The Fast Fix (ac installation, ac service in bahria town Rawalpindi)","The Fast Fix ( installation,  service in bahria town Rawalpindi)",provider_chijv1hx273t3zgrtgmeuqkjp4w@yaqeen.com,Password123!,03300367104,AC Technician,Islamabad,Bahria Town,500,2,4
PE6cAlABSQPdBt23GwYKq1DUEC32,Electrician & AC Technician,&  Technician,provider_chijlrmihtj_gdkrdnpvo1yr5-u@yaqeen.com,Password123!,03254140332,AC Technician,Islamabad,Bahria Town,500,4.9,151
ULr0j3LUAGQNvQCehN0izJ6MYXZ2,Punjab Engineering and cooling center Bahria Phase 8,Punjab Engineering and cooling  Bahria Phase 8,provider_chij7fofbqdz3zgrbqy1cjkfwfy@yaqeen.com,Password123!,03016657046,AC Technician,Islamabad,Bahria Town,500,4.9,15
UBIxNAjSrogaFaQkhXXSmMbth5h1,"Umair Electrician, Plumber and AC technician","Umair , Plumber and  technician",provider_chijgwgnmadt3zgrjy5cnyygpc8@yaqeen.com,Password123!,03231552585,Plumber,Islamabad,Bahria Town,300,4.6,20
j8wwlORnB9aVkYD8UxB7KrF32s32,"Umar Electrician & Sanitary ,AC Repairing Service","Umar  & Sanitary , ing Service",provider_chijm2ije5pt3zgroclsgmincqm@yaqeen.com,Password123!,03197557649,Plumber,Islamabad,Bahria Town,300,4.8,22
s06mRwSoc5fSFEcqkV1CmnXrGRk1,A to Z Ali Sanitary & Plumbing Work,A to Z Ali Sanitary &  Work,provider_chijds2ba3ft3zgrcfmxm-ytnic@yaqeen.com,Password123!,03039487326,Plumber,Islamabad,Bahria Town,300,4.9,16
uE5HcDJXhkW8IPOnPuXWocJGKq23,Electrician plumber AC technician,plumber  technician,provider_chijmac7xbvr3zgrkgdeqhsiii0@yaqeen.com,Password123!,03472482978,Plumber,Islamabad,Bahria Town,300,5,1
F9cdFJ3ibJSRDmRVclttgY8Gyyh1,HNZ sanitary & electrical shop,HNZ sanitary & electrical,provider_chij0q1snwdz3zgrp7elyahldmo@yaqeen.com,Password123!,03405130501,Plumber,Islamabad,Bahria Town,300,2.3,3
Kouq0SurF6PrV30xDSshzZWBWx03,Bahria phase 4,Bahria phase 4,provider_chijx7pxfqdt3zgrppfcezmo72q@yaqeen.com,Password123!,03469352688,Plumber,Islamabad,Bahria Town,300,4.5,25
ZjW28lfZk5QxaIQ4orJuI3KVud33,Dolphin Sanitary Electric & Hardware,Dolphin Sanitary Electric & Hardware,provider_chij0448dwcn3zgr_arjo0rw5se@yaqeen.com,Password123!,03377864848,Plumber,Islamabad,Bahria Town,300,4.9,9
eFa7WiYqjbe8YMcQDYVVsV16SWT2,Down Town Handyman,Down Town Handyman,provider_chijf1vdvoht3zgrqw5d8zpofwi@yaqeen.com,Password123!,03179578655,Plumber,Islamabad,Bahria Town,300,5,8
6QVwKdrQwnW2cGUqpktIabmsTbb2,Electrician In Bahria Town Phase 4,In Bahria Town Phase 4,provider_chijqdltndbt3zgrbt3yv47pxze@yaqeen.com,Password123!,03036631937,Electrician,Islamabad,Bahria Town,300,5,12
KgusKJ4awmcnmopuhZQWIUSkiPv1,Waseem Electrician Services at Home Bahria Town,Waseem   at Home Bahria Town,provider_chij7sya1fjt3zgr_hkivjtntn0@yaqeen.com,Password123!,03160527665,Electrician,Islamabad,Bahria Town,300,5,3
T0V2VoxlzkRVWLJNjpOzGjUu9Yg2,"Electrician & AC Technician, pakistan town korang town pwd bahria town media town, Islamabad","&  Technician, pakistan town korang town pwd bahria town media town, Islamabad",provider_chijlxznvwdt3zgr6gybpl6a0uo@yaqeen.com,Password123!,03137396566,Electrician,Islamabad,Bahria Town,300,4.9,76
Yz9anaN9LTepOzyv2AMy6s7klNJ2,Dani Electrician,Dani,provider_chijsrlawadz3zgrjgzs8leu37g@yaqeen.com,Password123!,03455403018,Electrician,Islamabad,Bahria Town,300,5,16
rKjeOE8HK5WtzPr5x6E4Q6Y0Whn2,Saif Electrician,Saif,provider_chijhbsqtdnt3zgru_g_xrc7e5y@yaqeen.com,Password123!,03336182150,Electrician,Islamabad,Bahria Town,300,4.8,106
j8wwlORnB9aVkYD8UxB7KrF32s32,"Umar Electrician & Sanitary ,AC Repairing Service","Umar  & Sanitary , ing Service",provider_chijm2ije5pt3zgroclsgmincqm@yaqeen.com,Password123!,03197557649,Electrician,Islamabad,Bahria Town,300,4.8,22
Ad5dlztdLGhjT3dbdEOaJMO38LU2,"Usman, Electrician, Maintenance and Home Service DHA Islamabad Bahria Town & Nearby","Usman, , Maintenance and Home Service DHA Islamabad Bahria Town & Nearby",provider_chijfdphryrt3zgrxnohqxxu0ng@yaqeen.com,Password123!,03360262657,Electrician,Islamabad,Bahria Town,300,4.7,19
LijZfpCQANNfA4bqqX6EtxQEb652,Bismillah Electric And Motor winding works,Bismillah Electric And Motor winding works,provider_chijbfx3wcbt3zgroebezh7tzdc@yaqeen.com,Password123!,03015836139,Electrician,Islamabad,Bahria Town,300,5,12
SsrB8eVq9GV6qTKknZYUdJP6KLL2,Naveed Wood Works,Naveed Wood Works,provider_chija3c5z_wt3zgrzjhoahiy0xk@yaqeen.com,Password123!,03028942005,Carpenter,Islamabad,Bahria Town,400,4.7,58
KCWfpI2tzqOcNrOdGgSeWCpdRvZ2,Home Wood Craft,Home Wood Craft,provider_chiji9en3qft3zgrn4uacqyyxnm@yaqeen.com,Password123!,03061562399,Carpenter,Islamabad,Bahria Town,400,5,41
xveHVVmMOwboOs8Dd2wEp21M64z1,Asad wood works,Asad wood works,provider_chijptjmfact3zgrzq94gtynr0o@yaqeen.com,Password123!,03080633036,Carpenter,Islamabad,Bahria Town,400,5,2
p3uDV0tgCsRK63UkzQAHUBUuoG12,The Range Carpentry,The Range Carpentry,provider_chij43zncy7_gdkrfnyrogbiwwo@yaqeen.com,Password123!,03014273119,Carpenter,Islamabad,Bahria Town,400,4.5,11
VXR2CmoDtghNbZMWOa3ZColUX8f2,HA Carpentry - renovation - kitchen cabinets - Carpenter -doors-wood work Services in Rawalpindi - Islamabad,HA Carpentry - renovation - kitchen cabinets -  -doors-wood work  in Rawalpindi - Islamabad,provider_chijde_60j7t3zgr3afnhakuzzw@yaqeen.com,Password123!,03424142499,Carpenter,Islamabad,Bahria Town,400,4.7,103
xyMca17V6tgGFo2d4TfjwV139Xo2,Al-Badar Furnishers,Al-Badar Furnishers,provider_chijnwe4penr3zgr-30xsmezf30@yaqeen.com,Password123!,03365781859,Carpenter,Islamabad,Bahria Town,400,4.9,32
wIQ86WAdEeNw3AbG9GWCjRHGqR73,Iftikhar wood wark,Iftikhar wood wark,provider_chijawbpxgtz3zgro4g7_ap2elq@yaqeen.com,Password123!,03390095320,Carpenter,Islamabad,Bahria Town,400,4.5,25
Wr8gwNYRIeeNGy4OGWRG86w8hmV2,BAHRIA WOOD WORKS,BAHRIA WOOD WORKS,provider_chijpbjg61zt3zgrx6isbggybge@yaqeen.com,Password123!,03445773600,Carpenter,Islamabad,Bahria Town,400,4.5,25
KXYF3WmTD1Q3HQFbFVIjHxjzkLG2,SHAKEEL CORPORATION PAINT & HARDWARE (Nippon Paint),SHAKEEL CORPORATION PAINT & HARDWARE (Nippon Paint),provider_chijswcruadz3zgrlqd796_vhyk@yaqeen.com,Password123!,03476777723,Painter,Islamabad,Bahria Town,600,5,43
HyboESyCqbea6CCI38b9BcZB9rx1,Ittefaq Paint bahria town,Ittefaq Paint bahria town,provider_chijocjqfabvgdkrzd3d_zdhrhc@yaqeen.com,Password123!,03069632512,Painter,Islamabad,Bahria Town,600,4.5,22
TIjsFfBcMtRKCWNnu1WSsFXtTWB3,Jotun - IA Square Home Solution,Jotun - IA Square Home,provider_chijuwtjfngt3zgrg6mp40fqgk4@yaqeen.com,Password123!,03072656755,Painter,Islamabad,Bahria Town,600,4.1,15
E0wGKyvymIge5GcnflDBJ4nrLOJ2,Zamek Corporation Sanitary Paint Electrical Hardware Store,Zamek Corporation Sanitary Paint Electrical Hardware,provider_chijsffx4drt3zgruy-ihhtrzrk@yaqeen.com,Password123!,0518312676,Painter,Islamabad,Bahria Town,600,4.3,29
0ehPUuiT56Wl2mqSPngdAQ12fEn1,Ghani paint and hardware store,Ghani paint and hardware,provider_chijbcfeyslz3zgrn6zp-nlqrte@yaqeen.com,Password123!,03110895968,Painter,Islamabad,Bahria Town,600,5,3
BWlsEOaW7aeiuA0nEtDwJxnGqZ33,Zeb Builders Waterproofing Construction Renovations Kitchen -Bath & Paint Works,Zeb Builders Waterproofing Construction Renovations Kitchen -Bath & Paint Works,provider_chijm_a0og-t3zgra6soc9hsgi0@yaqeen.com,Password123!,03225048788,Painter,Islamabad,Bahria Town,600,4.9,343
0Pcnj5GEd0XCFopwK0aQxIMmhdt2,GS Paints,GS Paints,provider_chijyxz2xo7_gdkrgdqw-xt3eqg@yaqeen.com,Password123!,03006999555,Painter,Islamabad,Bahria Town,600,4.8,61
ORRP8jAylCNXDWej7iOIq3KUuju2,PAK Traders Paint Services,PAK Traders Paint,provider_chijpdiu-blt3zgrmn4unzt58no@yaqeen.com,Password123!,03338711836,Painter,Islamabad,Bahria Town,600,5,8
5TqoEwmm5HVqolaBtTDWF7MgKbl2,"Depilex Beauty Salon Bahria Town Phase 7, Best Salon in Rawalpindi","Depilex Beauty  Bahria Town Phase 7, Best  in Rawalpindi",provider_chijv1ljrkft3zgrdbqlmdpanci@yaqeen.com,Password123!,03325999907,Beauty Parlor,Islamabad,Bahria Town,450,4.8,904
OIgFESKcqPfng5eFJCax52OiLrU2,Infinity Salon Bahria Town Phase 7,Infinity  Bahria Town Phase 7,provider_chijbr6o1jvt3zgr6go7sqbcpfe@yaqeen.com,Password123!,03371414837,Beauty Parlor,Islamabad,Bahria Town,450,4.8,141
Lv8HE0H5TYUPct2Z7cet74z4GK63,House of Salons - (Female Studio) Bahria Town Phase 7,House of s - (Female Studio) Bahria Town Phase 7,provider_chij24v1hbht3zgrfh3xlqezuga@yaqeen.com,Password123!,03000477607,Beauty Parlor,Islamabad,Bahria Town,450,4.7,198
uDad7QBxLeR0AuqHWYC8A0sBZ0C2,Lilax Beauty Clinic & Institute (Pvt) Bahria,Lilax Beauty  & Institute (Pvt) Bahria,provider_chijeui8jhfz3zgrab4o_gwbmxk@yaqeen.com,Password123!,0515179524,Beauty Parlor,Islamabad,Bahria Town,450,4.7,143
1NGOvVnBZghYH8yZiarwf93OJTm1,Glam Street Bahria phase 7 (Ladies Only),Glam Street Bahria phase 7 (Ladies Only),provider_chij6wue_qxt3zgr5g9imj1jocu@yaqeen.com,Password123!,03010519882,Beauty Parlor,Islamabad,Bahria Town,450,4.8,881
aZIbkrKXSJTQAoSE5j3li3qtH7o2,Blush Studio - Luxury Makeup and Hair (Ladies Only),Blush Studio - Luxury Makeup and Hair (Ladies Only),provider_chijv1huspzt3zgrlzf2d92kprq@yaqeen.com,Password123!,03295742881,Beauty Parlor,Islamabad,Bahria Town,450,4.9,72
RWI1nIfaTsUu1sYLRNzNGVXqELv1,Glamour saloon Bahria Town Phase 4 ( best salon for men's ),Glamour saloon Bahria Town Phase 4 ( best  for men's ),provider_chijp8bi4y_t3zgrexfwq_j3os8@yaqeen.com,Password123!,03120847866,Beauty Parlor,Islamabad,Bahria Town,450,4.9,98
mGYN1M7WX1PYgfBbDNilaTcCLdw2,Hers Salon,Hers,provider_chij1vgu1brt3zgrxvxlljfisau@yaqeen.com,Password123!,0515732268,Beauty Parlor,Islamabad,Bahria Town,450,4.6,131
T1wSCPYu77SBO5FCFGfUUsRzv6O2,Style Lounge Men's Salon,Style Lounge Men's,provider_chijsckpaa_z3zgrqoiveudmpnm@yaqeen.com,Password123!,03071519469,Barber & Grooming,Islamabad,Bahria Town,200,5,39
Ld9SAzTD0NfqvWFMaiicRac2UZ43,House of Salons - (Men’s) Bahria Town Phase 7,House of s - (Men’s) Bahria Town Phase 7,provider_chijb2qy5ylt3zgrr1f2w_c4bs4@yaqeen.com,Password123!,03000395761,Barber & Grooming,Islamabad,Bahria Town,200,4.7,387
pSUAuTaI9ahLTHBsB06Pqn9eP502,House of Cuts,House of Cuts,provider_chijm42nmwdt3zgrzxbbi9vmovs@yaqeen.com,Password123!,03249350492,Barber & Grooming,Islamabad,Bahria Town,200,4.9,100
ftZwOAnssZhE5yl1vmFI2qLOLfC2,RAFAY'S MEN'S SALON,RAFAY'S MEN'S,provider_chij20eajqdt3zgranxahza81t0@yaqeen.com,Password123!,03455245365,Barber & Grooming,Islamabad,Bahria Town,200,5,10
tawIKN0actTowj7LvCe1DVUkder1,El Chapo Men Salon,El Chapo Men,provider_chije7skaydz3zgrlv1cssg68pk@yaqeen.com,Password123!,03045100121,Barber & Grooming,Islamabad,Bahria Town,200,4.9,33
2hbGxejb6zMWVwKAopHZT1vgDAj1,Elite Men's Salon,Elite Men's,provider_chijvvhrdqdt3zgrbc4alqyweg4@yaqeen.com,Password123!,03455701006,Barber & Grooming,Islamabad,Bahria Town,200,4.5,52
MW5rvEg66Kg6tY1bvT4Zig1ySgC3,Tonsorium for the Polished Man,Tonsorium for the Polished Man,provider_chijwwldsejt3zgrolv-bqnk2ko@yaqeen.com,Password123!,03060969068,Barber & Grooming,Islamabad,Bahria Town,200,4.2,351
VNQZzB1fpNan86QRoElyvKqMzER2,TGS Bahria Enclave,TGS Bahria Enclave,provider_chijoyekljxp3zgrw7-5bs8v2ac@yaqeen.com,Password123!,03018119287,Barber & Grooming,Islamabad,Bahria Town,200,4.2,68
tTNz3uWyTaSvAzQjB0mMcl4eD0u2,Car maintenances & work shop Bahria enclave,Car maintenances & work  Bahria enclave,provider_chijh4xcsqdp3zgruydu25il2ou@yaqeen.com,Password123!,03707001948,Automobile Mechanic,Islamabad,Bahria Town,500,5,52
9Gv3Pufo9xSpP6VAWqoz4lZwd7h1,Adnan auto workshop Bahria town,Adnan auto  Bahria town,provider_chij_xae-2rz3zgrkm3odhnjatg@yaqeen.com,Password123!,03359594556,Automobile Mechanic,Islamabad,Bahria Town,500,4.2,60
aKb5xwaf3rZPXEtm7hBdUoo4YIn2,"Yasir EFI Auto Workshop | Hybrid, EFI & Car Electrician Bahria Town","Yasir EFI Auto  | Hybrid, EFI & Car  Bahria Town",provider_chijwcdtgr_t3zgrrma_iofdkze@yaqeen.com,Password123!,03115480616,Automobile Mechanic,Islamabad,Bahria Town,500,4.9,37
PqtUnuSI9IQzpDVB5qZ8AZgW79a2,EFI Auto workshop Bahria Town phase 8,EFI Auto  Bahria Town phase 8,provider_chijma7hlvlz3zgr3nvfznkabwy@yaqeen.com,Password123!,03189705612,Automobile Mechanic,Islamabad,Bahria Town,500,3.8,13
NTFbxzWQQ2QutwWCGn00z9RD6jF2,Car mechanic bahria town Lahore,Car mechanic bahria town Lahore,provider_chijz5dud5l_gdkrxt6rtqzyrua@yaqeen.com,Password123!,03009170854,Automobile Mechanic,Islamabad,Bahria Town,500,4.8,21
l6IJO9UW1uMYoabj5HRyHmKFuZC2,Pakistan auto work shop,Pakistan auto work,provider_chijre8k_a_z3zgr31dcppiu2sw@yaqeen.com,Password123!,03054645154,Automobile Mechanic,Islamabad,Bahria Town,500,4.4,17
qi3oGVS1czgSzDJgPRBa5VSHo7z1,Faizan Auto Workshop,Faizan Auto,provider_chij6-1b203t3zgriq0ishwiohi@yaqeen.com,Password123!,03088344831,Automobile Mechanic,Islamabad,Bahria Town,500,4.8,6
36hX3rVg4uZ1ePRRNhmcNS30OQA2,Safari Auto Bahria Town Work Shop,Safari Auto Bahria Town Work,provider_chiji35x_r7t3zgrd_ss8sgxale@yaqeen.com,Password123!,0515560232,Automobile Mechanic,Islamabad,Bahria Town,500,4.1,49
ZEQljBtijNhlC95O8Ogei7805Uy1,"A.C technician, Fridge , . Automatic washing machine, Home maintenance service.","A.C technician, Fridge , . Automatic washing mhine, Home maintenance service.",provider_chijxdmto47z3zgra3tzskgzmcm@yaqeen.com,Password123!,03332795636,Appliance Repair,Islamabad,Bahria Town,400,4.9,41
U43IvHwtuzW4143eoPYDdFpEcOg2,AC technician Fridge repairing Home maintenance service,technician Fridge ing Home maintenance service,provider_chijwbl2ky_z3zgr2wtdiybipxi@yaqeen.com,Password123!,03100052548,Appliance Repair,Islamabad,Bahria Town,400,5,1
J9DUqeOTUGZDc4LSyLxxCbgvTBq2,"Hi Tech Electronics Repairing Center – LED Repair Center, AC, Fridge & Washing Machine Repair","Hi Tech Electronics ing  – LED  , , Fridge & Washing Mhine",provider_chij9xzos3nt3zgrm_5db_zpxny@yaqeen.com,Password123!,03325675008,Appliance Repair,Islamabad,Bahria Town,400,5,7
parwP0zcRJcXvtZ3B4k0g6FQzEo1,Expert Home Soloution ( Home shifting ac installation ac service bahria town DHA Islamabad),Expert Home Soloution ( Home shifting  installation  service bahria town DHA Islamabad),provider_chij3e2jwh_t3zgrdjzm4kg57gc@yaqeen.com,Password123!,03400486884,Appliance Repair,Islamabad,Bahria Town,400,4.4,21
ngL3HzMmFySSMNg0sStSnJMOWIS2,"Usman Services_ AC,Fridge & Washing Machine Repair Islamabad","Usman _ ,Fridge & Washing Mhine  Islamabad",provider_chijrtpibklt3zgrhi8u0ghjcek@yaqeen.com,Password123!,03275087764,Appliance Repair,Islamabad,Bahria Town,400,4.4,23
bhYeBMEkTyOo5KwdakxvkG21w8p2,HAZARA ENGINEERING WORKS,HAZARA ENGINEERING WORKS,provider_chijaya0mf2gaawrt5bx3dwrtwi@yaqeen.com,Password123!,03170733057,Appliance Repair,Islamabad,Bahria Town,400,5,6
jd0pg1YzvVWgKHfV5fYZU9xg7Vf1,ProCare Maintenance,ProCare Maintenance,provider_chij2szaick93zgr7xsocbj5gha@yaqeen.com,Password123!,03131581615,Appliance Repair,Islamabad,Bahria Town,400,4.8,16
Flc3lcV4kldaoswqO2VLE57huJh1,"Azan Hussain Cool Point Air Conditioning – AC Installation, AC Repair & Solar Cleaning | Bahria Town Rawalpindi & Islamabad","Azan Hussain Cool Point Air Conditioning –  Installation,   & Solar Cleaning | Bahria Town Rawalpindi & Islamabad",provider_chiji4ayyvpt3zgr0j9f8fobpiq@yaqeen.com,Password123!,03143278315,Appliance Repair,Islamabad,Bahria Town,400,5,75
TItszFK4rsVm64FXZXmTajqHCyH3,Provide Domestic Cook Maid Service,Provide Domestic Cook Maid Service,provider_chij75y9frjt3zgri3fl_stfpgc@yaqeen.com,Password123!,03486507267,Cleaning & Janitorial,Islamabad,Bahria Town,350,5,3
Bpx8rEZ3NpOg3dcM5Q3Ta1uljz43,SR Domestic Agency & Maid Services,SR Domestic Agency & Maid,provider_chijfwe0chjt3zgr7-glk0wlhfs@yaqeen.com,Password123!,03709194413,Cleaning & Janitorial,Islamabad,Bahria Town,350,4.9,100
mnA4WCdkFRdPmBtSfLhfDX9p6JK2,MrCleaner,MrCleaner,provider_chij-4rtj5rt3zgrcyftororcv8@yaqeen.com,Password123!,03239396939,Cleaning & Janitorial,Islamabad,Bahria Town,350,4.7,171
fERXRwxtWxYXpuoxiG5NliKFFEn1,Fresh And Bright Cleaning Services,Fresh And Bright Cleaning,provider_chij084ekwcv3zgrkdrw-9ygpqu@yaqeen.com,Password123!,03177147280,Cleaning & Janitorial,Islamabad,Bahria Town,350,5,15
X46wszAq6XRWTnYx8BDzJ35veIy1,The Guardians Care (TGC),The Guardians Care (TGC),provider_chij_dov9clt3zgrqvwwuv6i-5o@yaqeen.com,Password123!,03155510071,Cleaning & Janitorial,Islamabad,Bahria Town,350,4.5,25
fgWjJfahpIXWKWtSlePgr41A1Xk1,Second Guardian Services,Second Guardian,provider_chijixfrhqdp3zgrcuqhpm3fxvu@yaqeen.com,Password123!,03170563396,Cleaning & Janitorial,Islamabad,Bahria Town,350,4.5,25
wUB7booD9XOTnx4KDQrAFk9abmK2,Gurgson & Co bahria,Gurgson & Co bahria,provider_chijuzjlmz2u3zgrkbslk_jya5s@yaqeen.com,Password123!,03335036535,Cleaning & Janitorial,Islamabad,Bahria Town,350,4,103
wIUau2HNQDYpWfSw6TGrqLGvwDw1,Fast Cleaning Solutions,Fast Cleaning s,provider_chij1zd0rge_3zgry1zoy81v1pm@yaqeen.com,Password123!,03195352412,Cleaning & Janitorial,Islamabad,Bahria Town,350,4.7,44
uUEFKLXAySMz3N23675SmS1b1JB3,Abbasi Electric & AC Repair Center,Abbasi Electric &,provider_chijaflucuwx3zgrhl3m1c4hhgi@yaqeen.com,Password123!,03360932899,AC Technician,Islamabad,G-13,500,4.9,30
YmE3swY7AfXZ3a6WB4qLtQ3JX8z2,Hammad plumber electrician & Ac works,Hammad plumber  &  works,provider_chiji6jk90ax3zgrxn9elgs95ds@yaqeen.com,Password123!,03125986809,AC Technician,Islamabad,G-13,500,5,55
zqfnWHp0cmep1jeYiB2cpNeUhOI2,Top Tech Cool Engineering,Top Tech Cool Engineering,provider_chijrydzgxsw3zgrefuyqu18e0s@yaqeen.com,Password123!,03443308186,AC Technician,Islamabad,G-13,500,4.3,75
pPRoVvAkahaE2jLDCZPBjGADprZ2,AC Repairing Spree,ing Spree,provider_chiji6btlf2x3zgrnuncmhdeyju@yaqeen.com,Password123!,03301976004,AC Technician,Islamabad,G-13,500,5,21
ngUteuQI8gN3zrVyKvVFIFLFIcg1,Islamabad AC service & repair,Islamabad  service &,provider_chijiyqrjiyx3zgrszh98t2rwri@yaqeen.com,Password123!,03355111414,AC Technician,Islamabad,G-13,500,5,1
yF3cPGGQm1Pxa3Tx03FsrbyIsG92,Climate Master Engineering Services (PVT LTD),Climate Master Engineering  (PVT LTD),provider_chij44slrs-_3zgrd3lsxey9xnc@yaqeen.com,Password123!,03495162057,AC Technician,Islamabad,G-13,500,4.9,22
